  00.        GENERAL
  61.80.Fe   Electron and positron radiation effects
  61.80.Hg   Neutron radiation effects
  61.80.Jh   Ion radiation effects
  61.80.Lj   Atom and molecule irradiation effects
  61.82.-d   Radiation effects on specific materials
  61.82.Bg   Metals and alloys
  61.82.Fk   Semiconductors
  61.82.Ms   Insulators
  61.82.Pv   Polymers, organic compounds
  61.82.Rx   Nanocrystalline materials
  61.85.+p   Channeling phenomena (blocking, energy loss, etc.)
  61.90.+d   Other topics in structure of solids and liquids; crystallography (restricted to new topics in section 61)
  62.        Mechanical and acoustical properties of condensed matter
  62.10.+s   Mechanical properties of liquids
  62.20.-x   Mechanical properties of solids
  62.20.Dc   Elasticity, elastic constants
  62.20.Fe   Deformation and plasticity (including yield, ductility, and superplasticity)
  62.20.Hg   Creep
  62.20.Mk   Fatigue, brittleness, fracture, and cracks
  62.20.Qp   Tribology and hardness
  62.25.+g   Mechanical properties of nanoscale materials
  62.30.+d   Mechanical and elastic waves; vibrations
  62.40.+i   Anelasticity, internal friction, stress relaxation, and mechanical resonances
  62.50.+p   High-pressure and shock wave effects in solids and liquids
  62.60.+v   Acoustical properties of liquids
  62.65.+k   Acoustical properties of solids
  62.80.+f   Ultrasonic relaxation
  62.90.+k   Other topics in mechanical and acoustical properties of condensed matter (restricted to new topics in section 62)
  63.        Lattice dynamics
  63.10.+a   General theory
  63.20.-e   Phonons in crystal lattices
  63.20.Dj   Phonon states and bands, normal modes, and phonon dispersion
  63.20.Kr   Phonon-electron and phonon-phonon interactions
  63.20.Ls   Phonon interactions with other quasiparticles
  63.20.Mt   Phonon-defect interactions
  63.20.Pw   Localized modes
  63.20.Ry   Anharmonic lattice modes
  63.22.+m   Phonons or vibrational states in low-dimensional structures and nanoscale materials
  63.50.+x   Vibrational states in disordered systems
  63.70.+h   Statistical mechanics of lattice vibrations and displacive phase transitions
  63.90.+t   Other topics in lattice dynamics (restricted to new topics in section 63)
  64.        Equations of state, phase equilibria, and phase transitions
  64.10.+h   General theory of equations of state and phase equilibria
  64.30.+t   Equations of state of specific substances
  64.60.-i   General studies of phase transitions
  64.60.Ak   Renormalization-group, fractal, and percolation studies of phase transitions
  64.60.Cn   Order-disorder transformations; statistical mechanics of model systems
  64.60.Fr   Equilibrium properties near critical points, critical exponents
  64.60.Ht   Dynamic critical phenomena
  64.60.Kw   Multicritical points
  64.60.My   Metastable phases
  64.60.Qb   Nucleation
  64.70.-p   Specific phase transitions
  64.70.Dv   Solid-liquid transitions
  64.70.Fx   Liquid-vapor transitions
  64.70.Hz   Solid-vapor transitions
  64.70.Ja   Liquid-liquid transitions
  64.70.Kb   Solid-solid transitions
  64.70.Md   Transitions in liquid crystals
  64.70.Nd   Structural transitions in nanoscale materials
  64.70.Pf   Glass transitions
  64.70.Rh   Commensurate-incommensurate transitions
  64.75.+g   Solubility, segregation, and mixing; phase separation
  64.90.+b   Other topics in equations of state, phase equilibria, and phase transitions (restricted to new topics in section 64)
  65.        Thermal properties of condensed matter
  65.20.+w   Thermal properties of liquids: heat capacity, thermal expansion, etc.
  65.40.-b   Thermal properties of crystalline solids
  65.40.Ba   Heat capacity
  65.40.De   Thermal expansion; thermomechanical effects
  65.40.Gr   Entropy and other thermodynamical quantities
  65.60.+a   Thermal properties of amorphous solids and glasses: heat capacity, thermal expansion, etc.
  65.80.+n   Thermal properties of small particles, nanocrystals, nanotubes
  65.90.+i   Other topics in thermal properties of condensed matter (restricted to new topics in section 65)
  66.        Transport properties of condensed matter (nonelectronic)
  66.10.-x   Diffusion and ionic conduction in liquids
  66.10.Cb   Diffusion and thermal diffusion
  66.10.Ed   Ionic conduction
  66.20.+d   Viscosity of liquids; diffusive momentum transport
  66.30.-h   Diffusion in solids
  66.30.Dn   Theory of diffusion and ionic conduction in solids
  66.30.Fq   Self-diffusion in metals, semimetals, and alloys
  66.30.Hs   Self-diffusion and ionic conduction in nonmetals
  66.30.Jt   Diffusion of impurities
  66.30.Lw   Diffusion of other defects
  66.30.Ny   Chemical interdiffusion; diffusion barriers
  66.30.Pa   Diffusion in nanoscale solids
  66.30.Qa   Electromigration
  66.30.Xj   Thermal diffusivity
  66.35.+a   Quantum tunneling of defects
  66.60.+a   Thermal conduction in nonmetallic liquids
  66.70.+f   Nonelectronic thermal conduction and heat-pulse propagation in solids; thermal waves
  66.90.+r   Other topics in nonelectronic transport properties of condensed matter (restricted to new topics in section 66)
  67.        Quantum fluids and solids; liquid and solid helium
  67.20.+k   Quantum effects on the structure and dynamics of nondegenerate fluids (e.g., normal phase liquid 4He)
  67.40.-w   Boson degeneracy and superfluidity of 4He
  67.40.Bz   Phenomenology and two-fluid models
  67.40.Db   Quantum statistical theory; ground state, elementary excitations
  67.40.Fd   Dynamics of relaxation phenomena
  67.40.Hf   Hydrodynamics in specific geometries, flow in narrow channels
  67.40.Jg   Ions in liquid 4He
  67.40.Kh   Thermodynamic properties
  67.40.Mj   First sound
  67.40.Pm   Transport processes, second and other sounds, and thermal counterflow; Kapitza resistance
  67.40.Rp   Films and weak link transport
  67.40.Vs   Vortices and turbulence
  67.40.Yv   Impurities and other defects
  67.55.-s   Normal phase of liquid 3He
  67.55.Cx   Thermodynamic properties
  67.55.Fa   Hydrodynamics
  67.55.Hc   Transport properties
  67.55.Ig   Ions in normal liquid 3He
  67.55.Jd   Collective modes
  67.55.Lf   Impurities
  67.57.-z   Superfluid phase of liquid 3He
  67.57.Bc   Thermodynamic properties
  67.57.De   Superflow and hydrodynamics
  67.57.Fg   Textures and vortices
  67.57.Gh   Ions in superfluid 3He
  67.57.Hi   Transport properties
  67.57.Jj   Collective modes
  67.57.Lm   Spin dynamics
  67.57.Np   Behavior near interfaces
  67.57.Pq   Impurities
  67.60.-g   Mixed systems; liquid 3He, 4He mixtures
  67.60.Dm   HeI-3He
  67.60.Fp   HeII-3He
  67.60.Hr   Dilute superfluid 3He in He II
  67.60.Js   Ions in liquid 3He-4He mixtures
  67.65.+z   Spin-polarized hydrogen and helium
  67.70.+n   Films (including physical adsorption)
  67.80.-s   Solid helium and related quantum crystals
  67.80.Cx   Structure, lattice dynamics, and sound propagation
  67.80.Gb   Thermal properties
  67.80.Jd   Magnetic properties and nuclear magnetic resonance
  67.80.Mg   Defects, impurities, and diffusion
  67.90.+z   Other topics in quantum fluids and solids; liquid and solid helium (restricted to new topics in section 67)
  68.        Surfaces and interfaces; thin films and low-dimensional systems (structure and nonelectronic properties)
  68.03.-g   Gas-liquid and vacuum-liquid interfaces
  68.03.Cd   Surface tension and related phenomena
  68.03.Fg   Evaporation and condensation
  68.03.Hj   Structure, measurements and simulations
  68.03.Kn   Dynamics (capillary waves)
  68.05.-n   Liquid-liquid interfaces
  68.05.Cf   Structure, measurements and simulations
  68.05.Gh   Interfacial properties of microemulsions
  68.08.-p   Liquid-solid interfaces
  68.08.Bc   Wetting
  68.08.De   Structure, measurements and simulations
  68.15.+e   Liquid thin films
  68.18.-g   Langmuir-Blodgett films on liquids
  68.18.Fg   Structure: measurements and simulations
  68.18.Jk   Phase transitions
  68.35.-p   Solid surfaces and solid-solid interfaces: Structure and energetics
  68.35.Af   Atomic scale friction
  68.35.Bs   Structure of clean surfaces (reconstruction)
  68.35.Ct   Interface structure and roughness
  68.35.Dv   Composition, segregation; defects and impurities
  68.35.Fx   Diffusion; interface formation
  68.35.Gy   Mechanical properties; surface strains
  68.35.Iv   Acoustical properties
  68.35.Ja   Surface and interface dynamics and vibrations
  68.35.Md   Surface thermodynamics, surface energies
  68.35.Np   Adhesion
  68.35.Rh   Phase transitions and critical phenomena
  68.37.-d   Microscopy of surfaces, interfaces, and thin films
  68.37.Ef   Scanning tunneling microscopy (including chemistry induced with STM)
  68.37.Hk   Scanning electron microscopy (SEM) (including EBIC)
  68.37.Lp   Transmission electron microscopy (TEM) (including STEM, HRTEM, etc.)
  68.37.Nq   Low energy electron microscopy (LEEM)
  68.37.Ps   Atomic force microscopy (AFM)
  68.37.Rt   Magnetic force microscopy (MFM)
  68.37.Tj   Acoustic force microscopy
  68.37.Uv   Near-field scanning microscopy and spectroscopy
  68.37.Vj   Field emission and field-ion microscopy
  68.37.Xy   Scanning Auger microscopy, photoelectron microscopy
  68.37.Yz   X-ray microscopy
  68.43.-h   Chemisorption/physisorption: adsorbates on surfaces
  68.43.Bc   Ab initio calculations of adsorbate structure and reactions
  68.43.De   Statistical mechanics of adsorbates
  68.43.Fg   Adsorbate structure (binding sites, geometry)
  68.43.Hn   Structure of assemblies of adsorbates (two- and three-dimensional clustering)
  68.43.Jk   Diffusion of adsorbates, kinetics of coarsening and aggregation
  68.43.Mn   Adsorption/desorption kinetics
  68.43.Pq   Adsorbate vibrations
  68.43.Rs   Electron stimulated desorption
  68.43.Tj   Photon stimulated desorption
  68.43.Vx   Thermal desorption
  68.47.-b   Solid-gas/vacuum interfaces: types of surfaces
  68.47.De   Metallic surfaces
  68.47.Fg   Semiconductor surfaces
  68.47.Gh   Oxide surfaces
  68.47.Jn   Clusters on oxide surfaces
  68.47.Mn   Polymer surfaces
  68.47.Pe   Langmuir-Blodgett films on solids; polymers on surfaces; biological molecules on surfaces
  68.49.-h   Surface characterization by particle-surface scattering
  68.49.Bc   Atom scattering from surfaces (diffraction and energy transfer)
  68.49.Df   Molecule scattering from surfaces (energy transfer, resonances, trapping)
  68.49.Fg   Cluster scattering from surfaces
  68.49.Jk   Electron scattering from surfaces
  68.49.Sf   Ion scattering from surfaces (charge transfer, sputtering, SIMS)
  68.49.Uv   X-ray standing waves
  68.55.-a   Thin film structure and morphology
  68.55.Ac   Nucleation and growth: microscopic aspects
  68.55.Jk   Structure and morphology; thickness; crystalline orientation and texture
  68.55.Ln   Defects and impurities: doping, implantation, distribution, concentration, etc.
  68.55.Nq   Composition and phase identification
  68.60.-p   Physical properties of thin films, nonelectronic
  68.60.Bs   Mechanical and acoustical properties
  68.60.Dv   Thermal stability; thermal effects
  68.60.Wm   Other nonelectronic physical properties
  68.65.-k   Low-dimensional, mesoscopic, and nanoscale systems: structure and nonelectronic properties
  68.65.Ac   Multilayers
  68.65.Cd   Superlattices
  68.65.Fg   Quantum wells
  68.65.Hb   Quantum dots
  68.65.La   Quantum wires
  68.70.+w   Whiskers and dendrites (growth, structure, and nonelectronic properties)
  68.90.+g   Other topics in structure, and nonelectronic properties of surfaces and interfaces; thin films and low-dimensional structures (restricted to new topics in section 68)
  70.        CONDENSED MATTER: ELECTRONIC STRUCTURE, ELECTRICAL, MAGNETIC, AND OPTICAL PROPERTIES
  71.        Electronic structure of bulk materials
  71.10.-w   Theories and models of many-electron systems
  71.10.Ay   Fermi-liquid theory and other phenomenological models
  71.10.Ca   Electron gas, Fermi gas
  71.10.Fd   Lattice fermion models (Hubbard model, etc.)
  71.10.Hf   Non-Fermi-liquid ground states, electron phase diagrams and phase transitions in model systems
  71.10.Li   Excited states and pairing interactions in model systems
  71.10.Pm   Fermions in reduced dimensions (anyons, composite fermions, Luttinger liquid, etc.)
  71.15.-m   Methods of electronic structure calculations
  71.15.Ap   Basis sets (LCAO, plane-wave, APW, etc.) and related methodology (scattering methods, ASA, linearized methods, etc.)
  71.15.Dx   Computational methodology (Brillouin zone sampling, iterative diagonalization, pseudopotential construction)
  71.15.Mb   Density functional theory, local density approximation, gradient and other corrections
  71.15.Nc   Total energy and cohesive energy calculations
  71.15.Pd   Molecular dynamics calculations (Car-Parrinello) and other numerical simulations
  71.15.Qe   Excited states: methodology
  71.15.Rf   Relativistic effects
  71.18.+y   Fermi surface: calculations and measurements; effective mass, g factor
  71.20.-b   Electron density of states and band structure of crystalline solids
  71.20.Be   Transition metals and alloys
  71.20.Dg   Alkali and alkaline earth metals
  71.20.Eh   Rare earth metals and alloys
  71.20.Gj   Other metals and alloys
  71.20.Lp   Intermetallic compounds
  71.20.Mq   Elemental semiconductors
  71.20.Nr   Semiconductor compounds
  71.20.Ps   Other inorganic compounds
  71.20.Rv   Polymers and organic compounds
  71.20.Tx   Fullerenes and related materials; intercalation compounds
  71.22.+i   Electronic structure of liquid metals and semiconductors and their alloys
  71.23.-k   Electronic structure of disordered solids
  71.23.An   Theories and models; localized states
  71.23.Cq   Amorphous semiconductors, metallic glasses, glasses
  71.23.Ft   Quasicrystals
  71.27.+a   Strongly correlated electron systems; heavy fermions
  71.28.+d   Narrow-band systems; intermediate-valence solids
  71.30.+h   Metal-insulator transitions and other electronic transitions
  71.35.-y   Excitons and related phenomena
  71.35.Aa   Frenkel excitons and self-trapped excitons
  71.35.Cc   Intrinsic properties of excitons; optical absorption spectra
  71.35.Ee   Electron-hole drops and electron-hole plasma
  71.35.Gg   Exciton-mediated interactions
  71.35.Ji   Excitons in magnetic fields; magnetoexcitons
  71.35.Lk   Collective effects (Bose effects, phase space filling, and excitonic phase transitions)
